input,output
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
The trees in our area are being cut without proper replacement.,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
The garbage collection service is irregular in our area.,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
The area has very poor waste segregation facilities.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
I am facing an issue because there is excessive garbage dumping in our locality.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Hamare area mein garbage collection service regular nahi hai.,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
The garbage collection service is irregular in our area.,environment
Please meri complaint register karein ki hamari street se garbage regularly collect nahi kiya jata.,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
Hamare area ke residents ko problem ho rahi hai kyunki construction work ki wajah se excessive dust pollution ho raha hai.,environment
I want to report that sewage and waste are being discharged into the local water body.,environment
Residents in our area are facing a problem because there is excessive garbage dumping in our locality.,environment
Garbage dumping area se bahut strong foul smell aa rahi hai.,environment
The garbage collection service is irregular in our area.,environment
Construction waste has been dumped on the roadside.,environment
The air quality has become very poor because of open waste burning.,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
There are too many stray waste piles near the market.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
There is a lot of plastic waste on the roadside.,environment
Ye ek serious environmental issue hai: construction work ki wajah se excessive dust pollution ho raha hai.,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
There is a lot of plastic waste on the roadside.,environment
There are too many stray waste piles near the market.,environment
There is no proper system for collecting household hazardous waste.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
The local pond is polluted with garbage and plastic.,environment
Hamare area mein garbage collection service regular nahi hai.,environment
मैं इस समस्या से परेशान हूं क्योंकि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
Main complaint register karna chahta hoon ki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
There are no proper recycling facilities in our locality.,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
I am facing an issue because there is excessive garbage dumping in our locality.,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
People are burning garbage in the open and causing air pollution.,environment
There are too many stray waste piles near the market.,environment
Garbage dumping area se bahut strong foul smell aa rahi hai.,environment
Construction waste has been dumped on the roadside.,environment
Main complaint register karna chahta hoon ki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
There are too many stray waste piles near the market.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
There is no proper system for collecting household hazardous waste.,environment
Waste is being dumped openly near residential buildings.,environment
Hamare area ke residents ko problem ho rahi hai kyunki construction work ki wajah se excessive dust pollution ho raha hai.,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
The public dustbins in our area are overflowing.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
There are no proper recycling facilities in our locality.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
Hamare area mein garbage collection service regular nahi hai.,environment
मैं इस समस्या से परेशान हूं क्योंकि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
There is a serious environmental issue: there is excessive dust pollution because of construction work.,environment
Hamare area ke residents ko problem ho rahi hai kyunki hamari street se garbage regularly collect nahi kiya jata.,environment
Construction waste has been dumped on the roadside.,environment
Please register my complaint that sewage and waste are being discharged into the local water body.,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
Roadside par construction waste dump kiya gaya hai.,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
The trees in our area are being cut without proper replacement.,environment
There is a serious environmental issue: there is excessive garbage dumping in our locality.,environment
The public dustbins in our area are overflowing.,environment
The garbage collection service is irregular in our area.,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
There are no proper recycling facilities in our locality.,environment
The air quality has become very poor because of open waste burning.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
Waste is being dumped openly near residential buildings.,environment
There are too many stray waste piles near the market.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
Waste is being dumped openly near residential buildings.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
There is a lot of plastic waste on the roadside.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Residents in our area are facing a problem because there is excessive dust pollution because of construction work.,environment
Residents in our area are facing a problem because there is excessive garbage dumping in our locality.,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
The local pond is polluted with garbage and plastic.,environment
Residents in our area are facing a problem because garbage is not being collected from our street regularly.,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality mein excessive garbage dumping ho rahi hai.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
Main complaint register karna chahta hoon ki hamare locality mein excessive garbage dumping ho rahi hai.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
Please register my complaint that garbage is not being collected from our street regularly.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
Hamare area mein garbage collection service regular nahi hai.,environment
Hamare area ke residents ko problem ho rahi hai kyunki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
People are burning garbage in the open and causing air pollution.,environment
There is a serious environmental issue: sewage and waste are being discharged into the local water body.,environment
कृपया मेरी शिकायत दर्ज करें कि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
There is a strong foul smell from the garbage dumping area.,environment
The garbage collection service is irregular in our area.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
The public dustbins in our area are overflowing.,environment
There is a strong foul smell from the garbage dumping area.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
The local park is filled with litter and waste.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
The public dustbins in our area are overflowing.,environment
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
The garbage collection service is irregular in our area.,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
Roadside par construction waste dump kiya gaya hai.,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
I want to report that there is excessive dust pollution because of construction work.,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
Waste is being dumped openly near residential buildings.,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
Roadside par construction waste dump kiya gaya hai.,environment
People are burning garbage in the open and causing air pollution.,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
The local park is filled with litter and waste.,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
मैं शिकायत दर्ज करना चाहता हूं कि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
The public dustbins in our area are overflowing.,environment
Main is problem se pareshan hoon kyunki hamare locality mein excessive garbage dumping ho rahi hai.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
I want to report that sewage and waste are being discharged into the local water body.,environment
The local park is filled with litter and waste.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
Please meri complaint register karein ki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
The area has very poor waste segregation facilities.,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
मैं शिकायत दर्ज करना चाहता हूं कि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
I am facing an issue because there is excessive dust pollution because of construction work.,environment
The air quality has become very poor because of open waste burning.,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
There is a strong foul smell from the garbage dumping area.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
कृपया मेरी शिकायत दर्ज करें कि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
Waste is being dumped openly near residential buildings.,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
There is a strong foul smell from the garbage dumping area.,environment
Waste is being dumped openly near residential buildings.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
The area has very poor waste segregation facilities.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
Market ke paas bahut saare waste piles lage hue hain.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Garbage dumping area se bahut strong foul smell aa rahi hai.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
The trees in our area are being cut without proper replacement.,environment
People are burning garbage in the open and causing air pollution.,environment
There is a lot of plastic waste on the roadside.,environment
Please register my complaint that garbage is not being collected from our street regularly.,environment
Ye ek serious environmental issue hai: hamare locality mein excessive garbage dumping ho rahi hai.,environment
There is a strong foul smell from the garbage dumping area.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
Main is problem se pareshan hoon kyunki hamare locality mein excessive garbage dumping ho rahi hai.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
The local pond is polluted with garbage and plastic.,environment
Garbage dumping area se bahut strong foul smell aa rahi hai.,environment
The garbage collection service is irregular in our area.,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
Main complaint register karna chahta hoon ki construction work ki wajah se excessive dust pollution ho raha hai.,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
People are burning garbage in the open and causing air pollution.,environment
There is a serious environmental issue: there is excessive garbage dumping in our locality.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
मैं इस समस्या से परेशान हूं क्योंकि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
The local pond is polluted with garbage and plastic.,environment
Hamare area mein garbage collection service regular nahi hai.,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
I want to report that garbage is not being collected from our street regularly.,environment
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Waste is being dumped openly near residential buildings.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
मैं इस समस्या से परेशान हूं क्योंकि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
Roadside par construction waste dump kiya gaya hai.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
The local park is filled with litter and waste.,environment
Ye ek serious environmental issue hai: hamari street se garbage regularly collect nahi kiya jata.,environment
Please meri complaint register karein ki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
The area has very poor waste segregation facilities.,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
There is no proper system for collecting household hazardous waste.,environment
There are no proper recycling facilities in our locality.,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
There are no proper recycling facilities in our locality.,environment
The public dustbins in our area are overflowing.,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
The area has very poor waste segregation facilities.,environment
Main is problem se pareshan hoon kyunki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
There is a serious environmental issue: there is excessive dust pollution because of construction work.,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
The trees in our area are being cut without proper replacement.,environment
Residents in our area are facing a problem because there is excessive dust pollution because of construction work.,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality mein excessive garbage dumping ho rahi hai.,environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
Ye ek serious environmental issue hai: construction work ki wajah se excessive dust pollution ho raha hai.,environment
I want to report that there is excessive garbage dumping in our locality.,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
There is no proper system for collecting household hazardous waste.,environment
There are too many stray waste piles near the market.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
Hamare area mein proper waste segregation facility nahi hai.,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
Please meri complaint register karein ki construction work ki wajah se excessive dust pollution ho raha hai.,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
Main is problem se pareshan hoon kyunki construction work ki wajah se excessive dust pollution ho raha hai.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Please register my complaint that there is excessive dust pollution because of construction work.,environment
Roadside par construction waste dump kiya gaya hai.,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
The area has very poor waste segregation facilities.,environment
Please register my complaint that there is excessive dust pollution because of construction work.,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
Hamare area mein garbage collection service regular nahi hai.,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
Hamare area mein garbage collection service regular nahi hai.,environment
The trees in our area are being cut without proper replacement.,environment
Ye ek serious environmental issue hai: hamari street se garbage regularly collect nahi kiya jata.,environment
People are burning garbage in the open and causing air pollution.,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
There are too many stray waste piles near the market.,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
Construction waste has been dumped on the roadside.,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
Main is problem se pareshan hoon kyunki hamari street se garbage regularly collect nahi kiya jata.,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
There are no proper recycling facilities in our locality.,environment
The air quality has become very poor because of open waste burning.,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
The local park is filled with litter and waste.,environment
There is a strong foul smell from the garbage dumping area.,environment
Roadside par construction waste dump kiya gaya hai.,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
Main is problem se pareshan hoon kyunki hamari street se garbage regularly collect nahi kiya jata.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Waste is being dumped openly near residential buildings.,environment
The local pond is polluted with garbage and plastic.,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
Please meri complaint register karein ki construction work ki wajah se excessive dust pollution ho raha hai.,environment
Ye ek serious environmental issue hai: local water body mein sewage aur waste discharge kiya ja raha hai.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
The garbage collection service is irregular in our area.,environment
There is no proper system for collecting household hazardous waste.,environment
Roadside par construction waste dump kiya gaya hai.,environment
Hamare area mein garbage collection service regular nahi hai.,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
Hamare area mein garbage collection service regular nahi hai.,environment
Garbage dumping area se bahut strong foul smell aa rahi hai.,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
The public dustbins in our area are overflowing.,environment
Hamare area ke residents ko problem ho rahi hai kyunki local water body mein sewage aur waste discharge kiya ja raha hai.,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
Roadside par construction waste dump kiya gaya hai.,environment
घरेलू खतरनाक कचरे को इकट्ठा करने की उचित व्यवस्था नहीं है।,environment
Hamare area mein proper waste segregation facility nahi hai.,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
कृपया मेरी शिकायत दर्ज करें कि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
There is a strong foul smell from the garbage dumping area.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
There is no proper system for collecting household hazardous waste.,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
The air quality has become very poor because of open waste burning.,environment
The local pond is polluted with garbage and plastic.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
Market ke paas bahut saare waste piles lage hue hain.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
