input,output
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
The electricity supply in our area is very unreliable.,energy
Please meri complaint register karein ki hamare area ki kai streetlights work nahi kar rahi hain.,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
Hamare area ke residents ko problem ho rahi hai kyunki electricity meter installation request abhi tak process nahi hui hai.,energy
I want to report that the electricity outage continues despite repeated complaints.,energy
Residents in our area are facing a problem because there are frequent power cuts in our locality.,energy
Road ke paas ek loose electricity wire latak raha hai.,energy
The electricity supply in our area is very unreliable.,energy
Our locality has been without electricity for several hours.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
The power supply becomes unstable whenever there is bad weather.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
The electricity transformer near our street is frequently failing.,energy
Ye ek serious energy-related issue hai: electricity meter installation request abhi tak process nahi hui hai.,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
The electricity transformer near our street is frequently failing.,energy
The power supply becomes unstable whenever there is bad weather.,energy
Solar streetlights installed in our locality are not functioning.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
The public facility in our area does not have a reliable power supply.,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
मैं इस समस्या से परेशान हूं क्योंकि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
Main complaint register karna chahta hoon ki repeated complaints ke baad bhi power outage continue hai.,energy
There is no proper street lighting near the public road.,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
I am facing an issue because there are frequent power cuts in our locality.,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
The power supply becomes unstable whenever there is bad weather.,energy
Road ke paas ek loose electricity wire latak raha hai.,energy
Our locality has been without electricity for several hours.,energy
Main complaint register karna chahta hoon ki repeated complaints ke baad bhi power outage continue hai.,energy
The power supply becomes unstable whenever there is bad weather.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
Solar streetlights installed in our locality are not functioning.,energy
We are experiencing low voltage in our neighbourhood.,energy
Hamare area ke residents ko problem ho rahi hai kyunki electricity meter installation request abhi tak process nahi hui hai.,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
A damaged electricity pole has not been repaired.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
There is no proper street lighting near the public road.,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
मैं इस समस्या से परेशान हूं क्योंकि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
There is a serious energy-related issue: the electricity meter installation request has not been processed.,energy
Hamare area ke residents ko problem ho rahi hai kyunki hamare area ki kai streetlights work nahi kar rahi hain.,energy
Our locality has been without electricity for several hours.,energy
Please register my complaint that the electricity outage continues despite repeated complaints.,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
The electricity connection to our community is inadequate.,energy
There is a serious energy-related issue: there are frequent power cuts in our locality.,energy
A damaged electricity pole has not been repaired.,energy
The electricity supply in our area is very unreliable.,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
There is no proper street lighting near the public road.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
Hamare community ka electricity connection adequate nahi hai.,energy
We are experiencing low voltage in our neighbourhood.,energy
The power supply becomes unstable whenever there is bad weather.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
The damaged electrical cable near our house has not been replaced.,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
We are experiencing low voltage in our neighbourhood.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
The electricity transformer near our street is frequently failing.,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
Residents in our area are facing a problem because the electricity meter installation request has not been processed.,energy
Residents in our area are facing a problem because there are frequent power cuts in our locality.,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
The public facility in our area does not have a reliable power supply.,energy
Residents in our area are facing a problem because several streetlights in our area are not working.,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality mein frequent power cuts ho rahe hain.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
Main complaint register karna chahta hoon ki hamare locality mein frequent power cuts ho rahe hain.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Please register my complaint that several streetlights in our area are not working.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
Hamare area mein electricity supply bahut unreliable hai.,energy
Hamare area ke residents ko problem ho rahi hai kyunki repeated complaints ke baad bhi power outage continue hai.,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
There is a serious energy-related issue: the electricity outage continues despite repeated complaints.,energy
कृपया मेरी शिकायत दर्ज करें कि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
There is a loose electricity wire hanging near the road.,energy
The electricity supply in our area is very unreliable.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
A damaged electricity pole has not been repaired.,energy
There is a loose electricity wire hanging near the road.,energy
Hamare community ka electricity connection adequate nahi hai.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
Hamare community ka electricity connection adequate nahi hai.,energy
A damaged electricity pole has not been repaired.,energy
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
The electricity supply in our area is very unreliable.,energy
Public road ke paas proper street lighting nahi hai.,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
Public road ke paas proper street lighting nahi hai.,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
I want to report that the electricity meter installation request has not been processed.,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
We are experiencing low voltage in our neighbourhood.,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
Hamare locality mein several hours se electricity nahi hai.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
मैं शिकायत दर्ज करना चाहता हूं कि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
A damaged electricity pole has not been repaired.,energy
Main is problem se pareshan hoon kyunki hamare locality mein frequent power cuts ho rahe hain.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
The damaged electrical cable near our house has not been replaced.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
I want to report that the electricity outage continues despite repeated complaints.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
Hamare community ka electricity connection adequate nahi hai.,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
Please meri complaint register karein ki repeated complaints ke baad bhi power outage continue hai.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
The transformer in our area is overloaded and frequently trips.,energy
Bad weather ke time power supply unstable ho jati hai.,energy
मैं शिकायत दर्ज करना चाहता हूं कि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
I am facing an issue because the electricity meter installation request has not been processed.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
There is a loose electricity wire hanging near the road.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
We are experiencing low voltage in our neighbourhood.,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
Bad weather ke time power supply unstable ho jati hai.,energy
There is a loose electricity wire hanging near the road.,energy
We are experiencing low voltage in our neighbourhood.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
The transformer in our area is overloaded and frequently trips.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
Bad weather ke time power supply unstable ho jati hai.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
Road ke paas ek loose electricity wire latak raha hai.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
The electricity connection to our community is inadequate.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
The electricity transformer near our street is frequently failing.,energy
Please register my complaint that several streetlights in our area are not working.,energy
Ye ek serious energy-related issue hai: hamare locality mein frequent power cuts ho rahe hain.,energy
There is a loose electricity wire hanging near the road.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
Main is problem se pareshan hoon kyunki hamare locality mein frequent power cuts ho rahe hain.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
The public facility in our area does not have a reliable power supply.,energy
Road ke paas ek loose electricity wire latak raha hai.,energy
The electricity supply in our area is very unreliable.,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
Main complaint register karna chahta hoon ki electricity meter installation request abhi tak process nahi hui hai.,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
There is a serious energy-related issue: there are frequent power cuts in our locality.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
The public facility in our area does not have a reliable power supply.,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
I want to report that several streetlights in our area are not working.,energy
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
We are experiencing low voltage in our neighbourhood.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Bad weather ke time power supply unstable ho jati hai.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
Ye ek serious energy-related issue hai: hamare area ki kai streetlights work nahi kar rahi hain.,energy
Please meri complaint register karein ki repeated complaints ke baad bhi power outage continue hai.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
The transformer in our area is overloaded and frequently trips.,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
Solar streetlights installed in our locality are not functioning.,energy
There is no proper street lighting near the public road.,energy
Public road ke paas proper street lighting nahi hai.,energy
There is no proper street lighting near the public road.,energy
A damaged electricity pole has not been repaired.,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
The damaged electrical cable near our house has not been replaced.,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
The transformer in our area is overloaded and frequently trips.,energy
Main is problem se pareshan hoon kyunki repeated complaints ke baad bhi power outage continue hai.,energy
There is a serious energy-related issue: the electricity meter installation request has not been processed.,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
The electricity connection to our community is inadequate.,energy
Residents in our area are facing a problem because the electricity meter installation request has not been processed.,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality mein frequent power cuts ho rahe hain.,energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
Ye ek serious energy-related issue hai: electricity meter installation request abhi tak process nahi hui hai.,energy
I want to report that there are frequent power cuts in our locality.,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
Solar streetlights installed in our locality are not functioning.,energy
The power supply becomes unstable whenever there is bad weather.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
Hamare area ka transformer overloaded hai aur frequently trip karta hai.,energy
Bad weather ke time power supply unstable ho jati hai.,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
Please meri complaint register karein ki electricity meter installation request abhi tak process nahi hui hai.,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
Main is problem se pareshan hoon kyunki electricity meter installation request abhi tak process nahi hui hai.,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
Please register my complaint that the electricity meter installation request has not been processed.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
The transformer in our area is overloaded and frequently trips.,energy
Please register my complaint that the electricity meter installation request has not been processed.,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
Bad weather ke time power supply unstable ho jati hai.,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
The electricity connection to our community is inadequate.,energy
Ye ek serious energy-related issue hai: hamare area ki kai streetlights work nahi kar rahi hain.,energy
"The streetlights are switched off at night, making the road unsafe.",energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
The power supply becomes unstable whenever there is bad weather.,energy
Bad weather ke time power supply unstable ho jati hai.,energy
The damaged electrical cable near our house has not been replaced.,energy
Our locality has been without electricity for several hours.,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
Main is problem se pareshan hoon kyunki hamare area ki kai streetlights work nahi kar rahi hain.,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
Public road ke paas proper street lighting nahi hai.,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
There is no proper street lighting near the public road.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
Exposed electrical wires are creating a safety risk for residents.,energy
There is a loose electricity wire hanging near the road.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
Public road ke paas proper street lighting nahi hai.,energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Main is problem se pareshan hoon kyunki hamare area ki kai streetlights work nahi kar rahi hain.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
We are experiencing low voltage in our neighbourhood.,energy
The public facility in our area does not have a reliable power supply.,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
Please meri complaint register karein ki electricity meter installation request abhi tak process nahi hui hai.,energy
Ye ek serious energy-related issue hai: repeated complaints ke baad bhi power outage continue hai.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
The electricity supply in our area is very unreliable.,energy
Solar streetlights installed in our locality are not functioning.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
Hamare area mein electricity supply bahut unreliable hai.,energy
Road ke paas ek loose electricity wire latak raha hai.,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
A damaged electricity pole has not been repaired.,energy
Hamare area ke residents ko problem ho rahi hai kyunki repeated complaints ke baad bhi power outage continue hai.,energy
The damaged electrical cable near our house has not been replaced.,energy
Hamare locality mein several hours se electricity nahi hai.,energy
हमारे क्षेत्र में लगाई गई सोलर स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Hamare area ka transformer overloaded hai aur frequently trip karta hai.,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
कृपया मेरी शिकायत दर्ज करें कि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
There is a loose electricity wire hanging near the road.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
Solar streetlights installed in our locality are not functioning.,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
There are frequent voltage fluctuations damaging household appliances.,energy
The public facility in our area does not have a reliable power supply.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
Bad weather ke time power supply unstable ho jati hai.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
