input,output
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
Pedestrian crossing par accessible signal available nahi hai.,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
Please meri complaint register karein ki road par obstacles hain jiski wajah se wheelchair users ko pass hone mein problem hoti hai.,accessibility
Pedestrian crossing par accessible signal available nahi hai.,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
खड़ी की गई गाड़ियां सुलभ फुटपाथ को रोक रही हैं।,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
I want to report that public buses do not provide proper wheelchair access.,accessibility
Residents are facing an accessibility problem because there is no wheelchair ramp at the entrance of the government building.,accessibility
Public building mein stairs use na kar sakne wale logon ke liye lift nahi hai.,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
The bus stop does not have facilities for people with disabilities.,accessibility
There are no audio announcements for visually impaired passengers.,accessibility
सार्वजनिक भवन के पास दिव्यांग लोगों के लिए आरक्षित पार्किंग नहीं है।,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
There is no tactile path for visually impaired pedestrians.,accessibility
Ye ek serious accessibility issue hai: public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
There is no tactile path for visually impaired pedestrians.,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
The local civic facility does not provide adequate accessibility support.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
The public service counter is too high for wheelchair users.,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सार्वजनिक बसों में व्हीलचेयर के लिए उचित प्रवेश सुविधा नहीं है।,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
Main complaint register karna chahta hoon ki public buses mein proper wheelchair access available nahi hai.,accessibility
There is no accessible parking space near the public building.,accessibility
Government website visually disabled people ke liye use karna difficult hai.,accessibility
I am facing an issue because there is no wheelchair ramp at the entrance of the government building.,accessibility
Government website visually disabled people ke liye use karna difficult hai.,accessibility
The government office does not have an accessible entrance.,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
Public building mein stairs use na kar sakne wale logon ke liye lift nahi hai.,accessibility
The bus stop does not have facilities for people with disabilities.,accessibility
Main complaint register karna chahta hoon ki public buses mein proper wheelchair access available nahi hai.,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
Government office mein disabled people ke liye accessible entrance nahi hai.,accessibility
The local civic facility does not provide adequate accessibility support.,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
सार्वजनिक भवन में सीढ़ियों का उपयोग न कर पाने वाले लोगों के लिए लिफ्ट नहीं है।,accessibility
दृष्टिबाधित यात्रियों के लिए ऑडियो घोषणा की सुविधा नहीं है।,accessibility
रेलवे स्टेशन पर पर्याप्त सुलभता सुविधाएं नहीं हैं।,accessibility
सार्वजनिक भवन की सीढ़ियों पर उचित हैंडरेल नहीं है।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
There is no accessible parking space near the public building.,accessibility
Public toilet mein disabled people ke liye proper accessible facility nahi hai.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सार्वजनिक पार्क में व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ रास्ते नहीं हैं।,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
दृष्टिबाधित यात्रियों के लिए ऑडियो घोषणा की सुविधा नहीं है।,accessibility
There is a serious accessibility issue: the public park does not have accessible paths for wheelchair users.,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki road par obstacles hain jiski wajah se wheelchair users ko pass hone mein problem hoti hai.,accessibility
The bus stop does not have facilities for people with disabilities.,accessibility
Please register my complaint that public buses do not provide proper wheelchair access.,accessibility
सरकारी वेबसाइट दृष्टिबाधित लोगों के लिए उपयोग करना बहुत कठिन है।,accessibility
Government website visually disabled people ke liye use karna difficult hai.,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
यह एक गंभीर सुलभता संबंधी समस्या है: सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
The railway station does not have adequate accessibility facilities.,accessibility
There is a serious accessibility issue: there is no wheelchair ramp at the entrance of the government building.,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
सार्वजनिक शौचालय में दिव्यांग लोगों के लिए उचित सुविधा नहीं है।,accessibility
There is no accessible parking space near the public building.,accessibility
There are no audio announcements for visually impaired passengers.,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
Railway station par adequate accessibility facilities nahi hain.,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
The government website is difficult for people with visual disabilities to use.,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
दृष्टिबाधित पैदल यात्रियों के लिए टैक्टाइल पथ नहीं है।,accessibility
Government office mein disabled people ke liye accessible entrance nahi hai.,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
बस स्टॉप पर दिव्यांग लोगों के लिए उचित सुविधाएं नहीं हैं।,accessibility
There is no tactile path for visually impaired pedestrians.,accessibility
खड़ी की गई गाड़ियां सुलभ फुटपाथ को रोक रही हैं।,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
Residents are facing an accessibility problem because the public park does not have accessible paths for wheelchair users.,accessibility
Residents are facing an accessibility problem because there is no wheelchair ramp at the entrance of the government building.,accessibility
सार्वजनिक शौचालय में दिव्यांग लोगों के लिए उचित सुविधा नहीं है।,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
सार्वजनिक सेवा काउंटर व्हीलचेयर उपयोगकर्ताओं के लिए बहुत ऊंचा है।,accessibility
खड़ी की गई गाड़ियां सुलभ फुटपाथ को रोक रही हैं।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
The public service counter is too high for wheelchair users.,accessibility
Residents are facing an accessibility problem because the road has obstacles that make it difficult for wheelchair users to pass.,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
Main complaint register karna chahta hoon ki government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
Please register my complaint that the road has obstacles that make it difficult for wheelchair users to pass.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki public buses mein proper wheelchair access available nahi hai.,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
The government office does not have an accessible entrance.,accessibility
There is a serious accessibility issue: public buses do not provide proper wheelchair access.,accessibility
कृपया मेरी शिकायत दर्ज करें कि सार्वजनिक बसों में व्हीलचेयर के लिए उचित प्रवेश सुविधा नहीं है।,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
Railway station par adequate accessibility facilities nahi hain.,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
The stairs in the public building do not have a proper handrail.,accessibility
Railway station par adequate accessibility facilities nahi hain.,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
कृपया मेरी शिकायत दर्ज करें कि सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
सरकारी वेबसाइट दृष्टिबाधित लोगों के लिए उपयोग करना बहुत कठिन है।,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
Public building ke paas accessible parking space nahi hai.,accessibility
सार्वजनिक भवन की सीढ़ियों पर उचित हैंडरेल नहीं है।,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
Public building ke paas accessible parking space nahi hai.,accessibility
स्थानीय लोगों को सुलभता की समस्या हो रही है क्योंकि सार्वजनिक बसों में व्हीलचेयर के लिए उचित प्रवेश सुविधा नहीं है।,accessibility
I want to report that the public park does not have accessible paths for wheelchair users.,accessibility
सार्वजनिक भवन में सीढ़ियों का उपयोग न कर पाने वाले लोगों के लिए लिफ्ट नहीं है।,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
सरकारी वेबसाइट दृष्टिबाधित लोगों के लिए उपयोग करना बहुत कठिन है।,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
The government office does not have an accessible entrance.,accessibility
यह एक गंभीर सुलभता संबंधी समस्या है: सार्वजनिक पार्क में व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ रास्ते नहीं हैं।,accessibility
Visually impaired pedestrians ke liye tactile path nahi hai.,accessibility
The stairs in the public building do not have a proper handrail.,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
मैं शिकायत दर्ज करना चाहता हूं कि सार्वजनिक बसों में व्हीलचेयर के लिए उचित प्रवेश सुविधा नहीं है।,accessibility
हमारे क्षेत्र का फुटपाथ व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ नहीं है।,accessibility
सरकारी वेबसाइट दृष्टिबाधित लोगों के लिए उपयोग करना बहुत कठिन है।,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
Main is problem se pareshan hoon kyunki government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
बस स्टॉप पर दिव्यांग लोगों के लिए उचित सुविधाएं नहीं हैं।,accessibility
The government website is difficult for people with visual disabilities to use.,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
I want to report that public buses do not provide proper wheelchair access.,accessibility
The stairs in the public building do not have a proper handrail.,accessibility
Railway station par adequate accessibility facilities nahi hain.,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
Please meri complaint register karein ki public buses mein proper wheelchair access available nahi hai.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
सार्वजनिक भवन की सीढ़ियों पर उचित हैंडरेल नहीं है।,accessibility
The footpath is too uneven for elderly and disabled pedestrians.,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
मैं शिकायत दर्ज करना चाहता हूं कि सार्वजनिक पार्क में व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ रास्ते नहीं हैं।,accessibility
I am facing an issue because the public park does not have accessible paths for wheelchair users.,accessibility
There are no audio announcements for visually impaired passengers.,accessibility
स्थानीय लोगों को सुलभता की समस्या हो रही है क्योंकि सड़क पर ऐसी बाधाएं हैं जिनसे व्हीलचेयर उपयोगकर्ताओं को गुजरने में परेशानी होती है।,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
रेलवे स्टेशन पर पर्याप्त सुलभता सुविधाएं नहीं हैं।,accessibility
Pedestrian crossing par accessible signal available nahi hai.,accessibility
कृपया मेरी शिकायत दर्ज करें कि सड़क पर ऐसी बाधाएं हैं जिनसे व्हीलचेयर उपयोगकर्ताओं को गुजरने में परेशानी होती है।,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
"फुटपाथ बहुत असमान है, जिससे बुजुर्गों और दिव्यांग लोगों को चलने में परेशानी होती है।",accessibility
सार्वजनिक भवन के पास दिव्यांग लोगों के लिए आरक्षित पार्किंग नहीं है।,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
Government office mein disabled people ke liye accessible entrance nahi hai.,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
Public toilet mein disabled people ke liye proper accessible facility nahi hai.,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
The footpath is too uneven for elderly and disabled pedestrians.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
पैदल यात्री क्रॉसिंग पर सुलभ सिग्नल की सुविधा नहीं है।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
यह एक गंभीर सुलभता संबंधी समस्या है: सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
Public building mein stairs use na kar sakne wale logon ke liye lift nahi hai.,accessibility
दृष्टिबाधित पैदल यात्रियों के लिए टैक्टाइल पथ नहीं है।,accessibility
The railway station does not have adequate accessibility facilities.,accessibility
The government office does not have an accessible entrance.,accessibility
There is no tactile path for visually impaired pedestrians.,accessibility
Please register my complaint that the road has obstacles that make it difficult for wheelchair users to pass.,accessibility
Ye ek serious accessibility issue hai: government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
दृष्टिबाधित पैदल यात्रियों के लिए टैक्टाइल पथ नहीं है।,accessibility
दृष्टिबाधित यात्रियों के लिए ऑडियो घोषणा की सुविधा नहीं है।,accessibility
Main is problem se pareshan hoon kyunki government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
रेलवे स्टेशन पर पर्याप्त सुलभता सुविधाएं नहीं हैं।,accessibility
"फुटपाथ बहुत असमान है, जिससे बुजुर्गों और दिव्यांग लोगों को चलने में परेशानी होती है।",accessibility
सार्वजनिक शौचालय में दिव्यांग लोगों के लिए उचित सुविधा नहीं है।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
Public toilet mein disabled people ke liye proper accessible facility nahi hai.,accessibility
The public service counter is too high for wheelchair users.,accessibility
Public building mein stairs use na kar sakne wale logon ke liye lift nahi hai.,accessibility
The footpath in our area is not accessible for wheelchair users.,accessibility
Pedestrian crossing par accessible signal available nahi hai.,accessibility
Main complaint register karna chahta hoon ki public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
Pedestrian crossing par accessible signal available nahi hai.,accessibility
The government office does not have an accessible entrance.,accessibility
There is a serious accessibility issue: there is no wheelchair ramp at the entrance of the government building.,accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सड़क पर ऐसी बाधाएं हैं जिनसे व्हीलचेयर उपयोगकर्ताओं को गुजरने में परेशानी होती है।,accessibility
The public service counter is too high for wheelchair users.,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
Government office mein disabled people ke liye accessible entrance nahi hai.,accessibility
I want to report that the road has obstacles that make it difficult for wheelchair users to pass.,accessibility
मैं शिकायत दर्ज करना चाहता हूं कि सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
The public toilet does not have an accessible facility for disabled people.,accessibility
बस स्टॉप पर दिव्यांग लोगों के लिए उचित सुविधाएं नहीं हैं।,accessibility
सार्वजनिक शौचालय में दिव्यांग लोगों के लिए उचित सुविधा नहीं है।,accessibility
Public building ki stairs par proper handrail nahi hai.,accessibility
मैं इस समस्या से परेशान हूं क्योंकि सड़क पर ऐसी बाधाएं हैं जिनसे व्हीलचेयर उपयोगकर्ताओं को गुजरने में परेशानी होती है।,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
Public toilet mein disabled people ke liye proper accessible facility nahi hai.,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
Government office mein disabled people ke liye accessible entrance nahi hai.,accessibility
Government website visually disabled people ke liye use karna difficult hai.,accessibility
The stairs in the public building do not have a proper handrail.,accessibility
Ye ek serious accessibility issue hai: road par obstacles hain jiski wajah se wheelchair users ko pass hone mein problem hoti hai.,accessibility
Please meri complaint register karein ki public buses mein proper wheelchair access available nahi hai.,accessibility
रेलवे स्टेशन पर पर्याप्त सुलभता सुविधाएं नहीं हैं।,accessibility
The footpath is too uneven for elderly and disabled pedestrians.,accessibility
सार्वजनिक भवन के पास दिव्यांग लोगों के लिए आरक्षित पार्किंग नहीं है।,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
The local civic facility does not provide adequate accessibility support.,accessibility
There is no accessible parking space near the public building.,accessibility
Public building ke paas accessible parking space nahi hai.,accessibility
There is no accessible parking space near the public building.,accessibility
The pedestrian crossing does not have an accessible signal.,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
The government website is difficult for people with visual disabilities to use.,accessibility
"फुटपाथ बहुत असमान है, जिससे बुजुर्गों और दिव्यांग लोगों को चलने में परेशानी होती है।",accessibility
सरकारी कार्यालय में दिव्यांग लोगों के लिए सुलभ प्रवेश द्वार नहीं है।,accessibility
The footpath is too uneven for elderly and disabled pedestrians.,accessibility
Main is problem se pareshan hoon kyunki public buses mein proper wheelchair access available nahi hai.,accessibility
There is a serious accessibility issue: the public park does not have accessible paths for wheelchair users.,accessibility
सार्वजनिक भवन की सीढ़ियों पर उचित हैंडरेल नहीं है।,accessibility
Public service counter wheelchair users ke liye bahut high hai.,accessibility
Government website visually disabled people ke liye use karna difficult hai.,accessibility
The railway station does not have adequate accessibility facilities.,accessibility
Residents are facing an accessibility problem because the public park does not have accessible paths for wheelchair users.,accessibility
स्थानीय लोगों को सुलभता की समस्या हो रही है क्योंकि सरकारी भवन के प्रवेश द्वार पर व्हीलचेयर के लिए रैंप नहीं है।,accessibility
Residents ko accessibility ki problem ho rahi hai kyunki government building ke entrance par wheelchair ke liye ramp nahi hai.,accessibility
सार्वजनिक सेवा काउंटर व्हीलचेयर उपयोगकर्ताओं के लिए बहुत ऊंचा है।,accessibility
Ye ek serious accessibility issue hai: public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
I want to report that there is no wheelchair ramp at the entrance of the government building.,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
The local civic facility does not provide adequate accessibility support.,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
रेलवे स्टेशन पर पर्याप्त सुलभता सुविधाएं नहीं हैं।,accessibility
Local civic facility mein adequate accessibility support available nahi hai.,accessibility
"Footpath bahut uneven hai, jiski wajah se elderly aur disabled pedestrians ko problem hoti hai.",accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
स्थानीय लोगों को सुलभता की समस्या हो रही है क्योंकि सार्वजनिक पार्क में व्हीलचेयर उपयोगकर्ताओं के लिए सुलभ रास्ते नहीं हैं।,accessibility
बस स्टॉप पर दिव्यांग लोगों के लिए उचित सुविधाएं नहीं हैं।,accessibility
Please meri complaint register karein ki public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
सार्वजनिक भवन के पास दिव्यांग लोगों के लिए आरक्षित पार्किंग नहीं है।,accessibility
Main is problem se pareshan hoon kyunki public park mein wheelchair users ke liye accessible paths nahi hain.,accessibility
Public toilet mein disabled people ke liye proper accessible facility nahi hai.,accessibility
Please register my complaint that the public park does not have accessible paths for wheelchair users.,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
दृष्टिबाधित यात्रियों के लिए ऑडियो घोषणा की सुविधा नहीं है।,accessibility
स्थानीय नागरिक सुविधा में पर्याप्त सुलभता सहायता उपलब्ध नहीं है।,accessibility
The footpath is too uneven for elderly and disabled pedestrians.,accessibility
Please register my complaint that the public park does not have accessible paths for wheelchair users.,accessibility
दृष्टिबाधित यात्रियों के लिए ऑडियो घोषणा की सुविधा नहीं है।,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
Hamare area ka footpath wheelchair users ke liye accessible nahi hai.,accessibility
The railway station does not have adequate accessibility facilities.,accessibility
Ye ek serious accessibility issue hai: road par obstacles hain jiski wajah se wheelchair users ko pass hone mein problem hoti hai.,accessibility
The government office does not have an accessible entrance.,accessibility
सार्वजनिक शौचालय में दिव्यांग लोगों के लिए उचित सुविधा नहीं है।,accessibility
There are parked vehicles blocking the accessible footpath.,accessibility
Parked vehicles accessible footpath ko block kar rahe hain.,accessibility
The government website is difficult for people with visual disabilities to use.,accessibility
The bus stop does not have facilities for people with disabilities.,accessibility
सार्वजनिक भवन की सीढ़ियों पर उचित हैंडरेल नहीं है।,accessibility
Main is problem se pareshan hoon kyunki road par obstacles hain jiski wajah se wheelchair users ko pass hone mein problem hoti hai.,accessibility
सार्वजनिक भवन के पास दिव्यांग लोगों के लिए आरक्षित पार्किंग नहीं है।,accessibility
"फुटपाथ बहुत असमान है, जिससे बुजुर्गों और दिव्यांग लोगों को चलने में परेशानी होती है।",accessibility
Public building ke paas accessible parking space nahi hai.,accessibility
सार्वजनिक भवन में सीढ़ियों का उपयोग न कर पाने वाले लोगों के लिए लिफ्ट नहीं है।,accessibility
There is no accessible parking space near the public building.,accessibility
There are no audio announcements for visually impaired passengers.,accessibility
यह एक गंभीर सुलभता संबंधी समस्या है: सार्वजनिक बसों में व्हीलचेयर के लिए उचित प्रवेश सुविधा नहीं है।,accessibility
सार्वजनिक भवन में सीढ़ियों का उपयोग न कर पाने वाले लोगों के लिए लिफ्ट नहीं है।,accessibility
The stairs in the public building do not have a proper handrail.,accessibility
There is no lift in the public building for people who cannot use stairs.,accessibility
Bus stop par people with disabilities ke liye proper facilities nahi hain.,accessibility
Visually impaired passengers ke liye audio announcements nahi hain.,accessibility
दृष्टिबाधित पैदल यात्रियों के लिए टैक्टाइल पथ नहीं है।,accessibility
दृष्टिबाधित पैदल यात्रियों के लिए टैक्टाइल पथ नहीं है।,accessibility
Public building ke paas accessible parking space nahi hai.,accessibility
