input,output
The community centre in our area is in poor condition.,urban development
There are large potholes on the main road in our area.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
The road near the market is too narrow and causes regular congestion.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
I am facing an issue because the roads in our locality are badly damaged and need repair.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
Hamare area ki main road par bade potholes hain.,urban development
Road construction work kai months se incomplete pada hai.,urban development
There are large potholes on the main road in our area.,urban development
Please meri complaint register karein ki newly constructed road par already cracks aa gaye hain.,urban development
Road construction work kai months se incomplete pada hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality ka public seating area damaged hai.,urban development
I want to report that there are no proper public facilities in the newly developed area.,urban development
Residents in our area are facing a problem because the roads in our locality are badly damaged and need repair.,urban development
Poor drainage ki wajah se rainwater roads par collect ho jata hai.,urban development
There are large potholes on the main road in our area.,urban development
The playground in our locality needs urgent repair.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
There is no proper footpath for pedestrians on this road.,urban development
Ye ek serious urban development issue hai: hamare locality ka public seating area damaged hai.,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
There is no proper footpath for pedestrians on this road.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
Hamare area ki main road par bade potholes hain.,urban development
मैं इस समस्या से परेशान हूं क्योंकि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Main complaint register karna chahta hoon ki newly developed area mein proper public facilities available nahi hain.,urban development
There is no proper pedestrian crossing near the school.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
I am facing an issue because the roads in our locality are badly damaged and need repair.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
There is poor drainage along the main road in our locality.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
Poor drainage ki wajah se rainwater roads par collect ho jata hai.,urban development
The playground in our locality needs urgent repair.,urban development
Main complaint register karna chahta hoon ki newly developed area mein proper public facilities available nahi hain.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
The footpath in our locality is broken and difficult to use.,urban development
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality ka public seating area damaged hai.,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
The road construction work has been left incomplete for months.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
There is no proper pedestrian crossing near the school.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
Hamare area ki main road par bade potholes hain.,urban development
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
There is a serious urban development issue: the public seating area in our locality is damaged.,urban development
Hamare area ke residents ko problem ho rahi hai kyunki newly constructed road par already cracks aa gaye hain.,urban development
The playground in our locality needs urgent repair.,urban development
Please register my complaint that there are no proper public facilities in the newly developed area.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
Hamare area ka community centre poor condition mein hai.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
The divider on the main road is damaged and unsafe.,urban development
There is a serious urban development issue: the roads in our locality are badly damaged and need repair.,urban development
The road construction work has been left incomplete for months.,urban development
There are large potholes on the main road in our area.,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
There is no proper pedestrian crossing near the school.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
The footpath in our locality is broken and difficult to use.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
The community centre in our area is in poor condition.,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
The footpath in our locality is broken and difficult to use.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
There is no proper footpath for pedestrians on this road.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
Residents in our area are facing a problem because the public seating area in our locality is damaged.,urban development
Residents in our area are facing a problem because the roads in our locality are badly damaged and need repair.,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
Residents in our area are facing a problem because the newly constructed road has developed cracks already.,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
Main complaint register karna chahta hoon ki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
Please register my complaint that the newly constructed road has developed cracks already.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
Hamare area ki main road par bade potholes hain.,urban development
Hamare area ke residents ko problem ho rahi hai kyunki newly developed area mein proper public facilities available nahi hain.,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
There is poor drainage along the main road in our locality.,urban development
There is a serious urban development issue: there are no proper public facilities in the newly developed area.,urban development
कृपया मेरी शिकायत दर्ज करें कि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
There are large potholes on the main road in our area.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
The road construction work has been left incomplete for months.,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
The public park in our area is poorly maintained.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
The road construction work has been left incomplete for months.,urban development
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
There are large potholes on the main road in our area.,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
I want to report that the public seating area in our locality is damaged.,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
The footpath in our locality is broken and difficult to use.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
There is poor drainage along the main road in our locality.,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
The public park in our area is poorly maintained.,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
मैं शिकायत दर्ज करना चाहता हूं कि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
The road construction work has been left incomplete for months.,urban development
Main is problem se pareshan hoon kyunki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
The community centre in our area is in poor condition.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
I want to report that there are no proper public facilities in the newly developed area.,urban development
The public park in our area is poorly maintained.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
Please meri complaint register karein ki newly developed area mein proper public facilities available nahi hain.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
The road near the market is too narrow and causes regular congestion.,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
I am facing an issue because the public seating area in our locality is damaged.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
Road construction work kai months se incomplete pada hai.,urban development
कृपया मेरी शिकायत दर्ज करें कि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
The footpath in our locality is broken and difficult to use.,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
The footpath in our locality is broken and difficult to use.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
मैं इस समस्या से परेशान हूं क्योंकि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
The road near the market is too narrow and causes regular congestion.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
Poor drainage ki wajah se rainwater roads par collect ho jata hai.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
The divider on the main road is damaged and unsafe.,urban development
There is poor drainage along the main road in our locality.,urban development
There is no proper footpath for pedestrians on this road.,urban development
Please register my complaint that the newly constructed road has developed cracks already.,urban development
Ye ek serious urban development issue hai: hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
Main is problem se pareshan hoon kyunki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
Poor drainage ki wajah se rainwater roads par collect ho jata hai.,urban development
There are large potholes on the main road in our area.,urban development
Road construction work kai months se incomplete pada hai.,urban development
Main complaint register karna chahta hoon ki hamare locality ka public seating area damaged hai.,urban development
Road construction work kai months se incomplete pada hai.,urban development
There is poor drainage along the main road in our locality.,urban development
There is a serious urban development issue: the roads in our locality are badly damaged and need repair.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
मैं इस समस्या से परेशान हूं क्योंकि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
Hamare area ki main road par bade potholes hain.,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
I want to report that the newly constructed road has developed cracks already.,urban development
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
The footpath in our locality is broken and difficult to use.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
मैं इस समस्या से परेशान हूं क्योंकि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
The public park in our area is poorly maintained.,urban development
Ye ek serious urban development issue hai: newly constructed road par already cracks aa gaye hain.,urban development
Please meri complaint register karein ki newly developed area mein proper public facilities available nahi hain.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
The road near the market is too narrow and causes regular congestion.,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
There is no proper pedestrian crossing near the school.,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
There is no proper pedestrian crossing near the school.,urban development
The road construction work has been left incomplete for months.,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
The community centre in our area is in poor condition.,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
The road near the market is too narrow and causes regular congestion.,urban development
Main is problem se pareshan hoon kyunki newly developed area mein proper public facilities available nahi hain.,urban development
There is a serious urban development issue: the public seating area in our locality is damaged.,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
The divider on the main road is damaged and unsafe.,urban development
Residents in our area are facing a problem because the public seating area in our locality is damaged.,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
Hamare area ke residents ko problem ho rahi hai kyunki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
Ye ek serious urban development issue hai: hamare locality ka public seating area damaged hai.,urban development
I want to report that the roads in our locality are badly damaged and need repair.,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
Market ke paas road bahut narrow hai aur regular traffic jam hota hai.,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
Please meri complaint register karein ki hamare locality ka public seating area damaged hai.,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
Main is problem se pareshan hoon kyunki hamare locality ka public seating area damaged hai.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
Please register my complaint that the public seating area in our locality is damaged.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
The road near the market is too narrow and causes regular congestion.,urban development
Please register my complaint that the public seating area in our locality is damaged.,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
Hamare area ki main road par bade potholes hain.,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
Hamare area ki main road par bade potholes hain.,urban development
The divider on the main road is damaged and unsafe.,urban development
Ye ek serious urban development issue hai: newly constructed road par already cracks aa gaye hain.,urban development
There is poor drainage along the main road in our locality.,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
The community centre in our area is in poor condition.,urban development
The playground in our locality needs urgent repair.,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
Main is problem se pareshan hoon kyunki newly constructed road par already cracks aa gaye hain.,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
There is no proper pedestrian crossing near the school.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
The public park in our area is poorly maintained.,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
Main is problem se pareshan hoon kyunki newly constructed road par already cracks aa gaye hain.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
The footpath in our locality is broken and difficult to use.,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
Please meri complaint register karein ki hamare locality ka public seating area damaged hai.,urban development
Ye ek serious urban development issue hai: newly developed area mein proper public facilities available nahi hain.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
There are large potholes on the main road in our area.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
Hamare area ki main road par bade potholes hain.,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
Hamare area ki main road par bade potholes hain.,urban development
Poor drainage ki wajah se rainwater roads par collect ho jata hai.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
Road construction work kai months se incomplete pada hai.,urban development
The road construction work has been left incomplete for months.,urban development
Hamare area ke residents ko problem ho rahi hai kyunki newly developed area mein proper public facilities available nahi hain.,urban development
The community centre in our area is in poor condition.,urban development
Hamare locality ke playground ko urgent repair ki zarurat hai.,urban development
नए विकसित आवासीय क्षेत्र में बुनियादी नागरिक सुविधाओं की कमी है।,urban development
Market ke paas road bahut narrow hai aur regular traffic jam hota hai.,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
